OrganisationLabel,OrganisationURI,EffectiveDate,UPRN,AssetCode,PropertyName,StreetNumber,StreetName,PostTown,PostCode,CoordinateReferenceSystem,GeoX,GeoY,TenureType,TenureDetail,OtherDetail,HoldingType,BuildingSize,LandArea,EnergyRating
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012797623,TMBC0001/T0000003,Altrincham Town Hall,,Market Street,Altrincham,WA14 1PF,WGS84,-2.3520922,53.3879587,Freehold,Owner Occupied,Town Hall,Buildings,415.05,,E
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012800714,TMBC0002/B0000066,Broomwood Centre,105,Mainwood Road,Altrincham,WA15 7JU,WGS84,-2.306004,53.3914925,Freehold,Leasehold Out,,Buildings,872.8,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012702108,TMBC0003,Claremont Centre,21,Claremont Road,Sale,M33 7DZ,WGS84,-2.3204334,53.426618,Freehold,Owner Occupied,,Buildings,1047,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-13,200000333839,TMBC0004,Moss View Centre,,,Partington,M31,,,,Freehold,Vacant,,Buildings,1299.3,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070461991,TMBC0005/TN000076,Partington Healthy Living Centre,91,Central Road,Partington,M31 4FL,WGS84,-2.425277,53.417552,Freehold,Owner Occupied,,Buildings,935,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10024817974,TMBC0006/TN000077,"Sale Waterside (Sale TH/Sale Civic Theatre/Sale TH Annexe), Waterside House",1,Waterside Plaza,Sale,M33 7ZF,WGS84,-2.3200009,53.4251271,Freehold,Owner Occupied,,Buildings,12298,,D
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070406221,TMBC0007/B0000069,Sale West Development Centre (Integrated with Manor High School),120,Manor Avenue,Sale,M33 5JX,WGS84,-2.3551946,53.4245957,Freehold,Leasehold Out,,Buildings,742.5,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10091813602,TMBC0008/T0000001,Trafford Town Hall,,Talbot Road,Old Trafford,M32 0TH,WGS84,-2.2874833,53.4590163,Freehold,Owner Occupied,,Buildings,12426,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070408638,TMBC0009/K0000022,Ascot House,,Ascot Avenue,Sale,M33 4GT,WGS84,-2.3562174,53.4173298,Freehold,Owner Occupied,,Buildings,1741.4,,E
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,200000336363,TMBC0010/K0000041,Broome House,54-56,Seymour Grove,Old Trafford,M16 0LN,WGS84,-2.2763273,53.4596717,Freehold,Other,Commissioned service,Buildings,691,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012702090,TMBC0011/K0000036,Chapel Road,,,Sale,M33,,,,Freehold,Vacant,,Buildings,424,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012710290,TMBC0012/K0000018,Shawe View Residential Care Home,10 to 12,Shawe Road,Urmston,M41 5DL,WGS84,-2.3723068,53.4472936,Freehold,Other,Commissioned service,Buildings,1001.3,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0013,Balmoral Road Allotments (Metal Container),,Balmoral Road,Urmston,M41 6HN,WGS84,-2.371459,53.443235,Freehold,Owner Occupied,Managed allotments,Land/Buildings,13,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100011649147,TMBC0014/J0000211,Brookfield Allotments,,Brook Road,Urmston,M41 5RQ,WGS84,-2.37556,53.44994,Freehold,Owner Occupied,Managed allotments,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070447621,TMBC0015,Chadwick Allotments (Communal Building/Toilets),,Bradfield Road,Urmston,M41 9ND,WGS84,-2.334937,53.447243,Freehold,Owner Occupied,Managed allotments,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,200002268135,TMBC0016/J0000190,Church Street Allotments (No Facilities),,Church Street,Stretford,M32 9AH,WGS84,-2.3311833,53.444107,Freehold,Owner Occupied,Managed allotments,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070446362,TMBC0017/J0000204,Dequincy Road Allotments (No Facilities),,De Quincey Road,Altrincham,WA14 5PH,WGS84,-2.347313,53.406617,Freehold,Owner Occupied,Managed allotments,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-01-10,10070446365,TMBC0018/JN0000006,Eaton Road Allotments (No Facilities),,Eaton Road,Bowdon,WA15 3EH,WGS84,-2.359989,53.372013,Freehold,Owner Occupied,Managed allotments,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0019/J0000188,Golf Road (Community Building and Shop),,Moss Lane,Hale,WA15 8AP,WGS84,-2.335214,53.382975,Freehold,Owner Occupied,Managed allotments,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070447620,TMBC0020/JN0000008,Gorse Hill Allotments (Shop/Toilet),,Burleigh Road,Stretford,M32 0GB,WGS84,-2.294909,53.459089,Freehold,Owner Occupied,Managed allotments,Land/Buildings,20,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0021/J0000205,Granville Allotments,,Granville Road,Urmston,M41 0UL,WGS84,-2.346767,53.452262,Freehold,Owner Occupied,Managed allotments,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0022/JN0000010,Grosvenor Road Allotments,,Grosvenor Road,Sale,M33 5QU,WGS84,-2.334064,53.43185,Freehold,Owner Occupied,Managed allotments,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070446362,TMBC0023,Grove Lane Allotments (Garage-Used as Store Room),,Grove Lane,Timperley,WA15 6PX,WGS84,-2.331796,53.39769,Freehold,Owner Occupied,Managed allotments,Land/Buildings,12,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070447625,TMBC0024/JN0000012,Humphrey Park Allotments (Communal Building/Toilets),,Humphrey Park Road,Urmston,M41 9NH,WGS84,-2.330855,53.446995,Freehold,Owner Occupied,Managed allotments,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0025/J0000132,Laneheads Allotments (Community Buildings),,Alderley Road,Flixton,M41 5DW,WGS84,-2.376317,53.449413,Freehold,Owner Occupied,Managed allotments,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0026/JN0000014,Lesley Road/Moss Park Allotments (Communal Building/Toilets),,Lesley Road,Stretford,M32 9EE,WGS84,-2.327003,53.445332,Freehold,Owner Occupied,Managed allotments,Land/Buildings,32,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0027/JN0000015,Lesley Road/Moss Park Allotments (Shop/Garage-Storage),,Lesley Road,Stretford,M32 9EE,WGS84,-2.327003,53.445332,Freehold,Owner Occupied,Managed allotments,Land/Buildings,32,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0028,Mansfield Allotments (Small Storage Building),,Balmoral Road,Urmston,M41 6HN,WGS84,-2.371459,53.443235,Freehold,Owner Occupied,Managed allotments,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070447622,TMBC0029/J0000216,Marlborough Allotments (Community Building/toilets),,Marlborough Road,Urmston,M41 5QQ,WGS84,-2.382508,53.451434,Freehold,Owner Occupied,Managed allotments,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070447262,TMBC0030/J0000210,"Moor Nook Allotments (2x Store Rooms, Lockers, Toilets)",,Victoria Road,Sale,M33 3HY,WGS84,-2.304631,53.418167,Freehold,Owner Occupied,Managed allotments,Land/Buildings,12,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070446363,TMBC0031/J0000222,Moss Lane (Community Building and Toilets),,Moss Lane,Hale,WA15 8AP,WGS84,-2.335214,53.382975,Freehold,Owner Occupied,Managed allotments,Land/Buildings,20,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0032/JN0000019,Moss View Allotments,,Moss View Road,Partington,M31 4DX,WGS84,-2.420492,53.417132,Freehold,Owner Occupied,Managed allotments,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0033/J0000224,Mossfield Allotments (Community Building/Toilets/Metal Container),,Moss View Road,Partington,M31 4DX,WGS84,-2.420492,53.417132,Freehold,Owner Occupied,Managed allotments,Buildings,26,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0034/J0000199,Old Trafford Allotments,,Warwick Court,Old Trafford,M16 0JG,WGS84,-2.281941,53.454464,Freehold,Owner Occupied,Managed allotments,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070447624,TMBC0035,Riddings Allotments (Community Building - No Toilet),,Slyvan Avenue,Timperley,WA15 6AD,WGS84,-2.335801,53.406012,Freehold,Owner Occupied,Managed allotments,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0036/J0000194,St Mary's Allotments (Community Building/Toilets),,Manchester Road,Partington,M31 4FB,WGS84,-2.426105,53.420195,Freehold,Owner Occupied,Managed allotments,Land/Buildings,27,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0037/J0000187,"Tavistock Allotments, off Manor Avenue (Small Garage)",,Tavistock Road,Sale,M33 5JA,WGS84,-2.351915,53.426522,Freehold,Owner Occupied,Managed allotments,Land/Buildings,6,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070447623,TMBC0038/J0000203,The Grove Allotments (Community Building/Toilet),,Moorside Road,Urmston,M41 5RB,WGS84,-2.358439,53.452417,Freehold,Owner Occupied,Managed allotments,Land/Buildings,27,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0039/JN0000026,Totnes Road Allotments (No Facilities),,Totnes Road,Sale,M33 5HH,WGS84,-2.348013,53.427828,Freehold,Owner Occupied,Managed allotments,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0040/JN0000027,Trafford Drive/Beech Avenue Allotments (Small Garage),,Trafford Drive,Timperley,WA15 6EJ,WGS84,-2.320768,53.405109,Freehold,Owner Occupied,Managed allotments,Land/Buildings,14,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070446367,TMBC0041/J0000195,"Vicarage Lane Allotments (Shed, Store Room)",,Vicarage Lane,Bowdon,WA14 3BH,WGS84,-2.361411,53.369731,Freehold,Owner Occupied,Managed allotments,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0042/J0000213,"Walton Road Allotments, off Brooklands Road (Garage)",,Walton Road,Sale,M33 4FS,WGS84,-2.336205,53.409471,Freehold,Owner Occupied,Managed allotments,Land/Buildings,20,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0043/J0000197,"Warslow Drive Allotments, Gawsworth Road, (Small Garage)",,Warslow Drive,Sale,M33 2XN,WGS84,-2.29961,53.410189,Freehold,Owner Occupied,Managed allotments,Land/Buildings,11,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0044/JN0000031,"Wellfield Lane Allotments (Community Building, Toilets, Lockers)",,Wellfield Lane,Hale,WA15 8NW,WGS84,-2.314384,53.38181,Freehold,Owner Occupied,Managed allotments,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070447626,TMBC0045/J0000206,Winstanley Road Allotment,,Winstanley Road,Sale,M33 2AG,WGS84,-2.311754,53.427182,Freehold,Owner Occupied,Managed allotments,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070446364,TMBC0046,Woodstock Allotments (No Facilities),,Woodstock Road,Altrincham,WA14 5JB,WGS84,-2.361262,53.401883,Freehold,Owner Occupied,Managed allotments,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0047/J0000202,Wyndcliffe Drive Allotments (No Facilities),,Wyndcliffe Drive,Urmston,M41 6LH,WGS84,-2.386028,53.445994,Freehold,Owner Occupied,Managed allotments,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012711636,TMBC0048,Atkinson Road Car Park,,Atkinson Road,Urmston,M41 9QN,WGS84,-2.351256,53.447061,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012852997,TMBC0049,Cecil Road Car Park,,Cecil Road,Hale,WA15 9SW,WGS84,-2.344675,53.37609,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0050,Curzon Road,,Curzon Road,Sale,M33 7SA,WGS84,-2.323529,53.426108,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0051,Empress Street,,Empress Street,Trafford Park,M16 9EN,WGS84,-2.268959,53.466134,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0052,Wynnstay Road,,Wynnstay Road,Sale,M33 7DW,WGS84,-2.324429,53.425701,Freehold,Leasehold Out,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070408577,TMBC0053,Baker Street,,Baker Street,Timperley,WA15 7XH,WGS84,-2.317575,53.398529,Leasehold,Leasehold In,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012854658,TMBC0054,James Street,,James Street,Sale,M33 3HN,WGS84,-2.303522,53.420839,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012854708,TMBC0055,Oaklands Drive,,Oaklands Drive,Sale,M33 7NS,WGS84,-2.327947,53.425168,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070408735,TMBC0056,Manor Avenue,,Manor Avenue,Urmston,M41 9JE,WGS84,-2.35139,53.44518,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070408709,TMBC0057,Golden Hill Car Park,,Park Road North,Urmston,M41 5AT,WGS84,-2.356538,53.450229,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070492162,TMBC0058,Hamon Road,,Hamon Road,Altrincham,WA15 9QU,WGS84,-2.345485,53.385255,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0059,Borough Road,,Borough Road,Altrincham,WA15 9RA,WGS84,-2.344728,53.384699,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0060,Warrener Street,,Warrener Street,Sale,M33 3GE,WGS84,-2.306436,53.42023,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012854646,TMBC0061,Hampson Street,,Hampson Street,Sale,M33 3JF,WGS84,-2.302422,53.420698,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070456868,TMBC0062,Central Road (no 1),1,Central Road,Partington,M31 4EL,WGS84,-2.425669,53.418873,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070456869,TMBC0063,Central Road (no 2),2,Central Road,Partington,M31 4EL,WGS84,-2.425669,53.418873,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012854218,TMBC0064,Lacy Street,,Lacy Street,Stretford,M32 8AA,WGS84,-2.30882,53.44278,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0065,Flixton Road,,Flixton Road,Flixton,M41 6JF,WGS84,-2.384647,53.443176,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0066,Manor Road,,Manor Road,Altrincham,WA15 9QT,WGS84,-2.345888,53.384877,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0067,Balmoral Road,,Balmoral Road,Altrincham,WA14 1RY,WGS84,-2.352044,53.385641,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0068,Ashley Walk,,Ashley Walk,Hale,WA14 9NT,,,,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0069,Crown Passages,,Cecil Road,Hale,WA14 9NT,,,,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0070,Victoria Road,,Victoria Road,Hale,WA14 9AF,,,,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0071,Greenbank Road,,Greenbank Road,Sale,M33 5PH,WGS84,-2.341629,53.429338,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0072,Thorley Lane,,Thorley Lane,Timperley,WA15 7BJ,WGS84,-2.317166,53.396103,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0073,Eleventh Street,,Eleventh Street,Trafford Park,M17 1JF,WGS84,-2.310324,53.4665,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012496664,TMBC0074,Kara House,29,Harboro Road,Sale,M33 5AN,WGS84,-2.338593,53.422228,Freehold,Leasehold Out,,Buildings,1265,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012799833,TMBC0076/J0000214,Altrincham Crematorium (6 Blocks) Chapel,,Whitehouse Lane,Altrincham,WA14 5RH,WGS84,-2.3953336,53.4041556,Freehold,Owner Occupied,,Land/Buildings,718,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0077,Hale Cemetery,,Hale Road,Altrincham,WA15 8DF,WGS84,-2.334355,53.378879,Freehold,Owner Occupied,,Land/Buildings,110,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012854671,TMBC0078,Sale Cemetery,,Marsland Road,Sale,M33 7UN,WGS84,-2.330396,53.418816,Freehold,Owner Occupied,,Land/Buildings,279,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070464801,TMBC0079/J0000068,Stretford Cemetery,,Lime Road,Stretford,M32 8HX,WGS84,-2.303806,53.44384,Freehold,Owner Occupied,,Land/Buildings,325,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012494843,TMBC0080,"Urmston Cemetery, Chapel, Parks Amenities",,Queens Road,Urmston,M41 9HF,WGS84,-2.3534723,53.4419399,Freehold,Owner Occupied,,Land/Buildings,497,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070405062,TMBC0081/J0000102,Partington & Carrington Children's Centre (Formerly Partington Rd Family Centre),106,Central Road,Partington,M31 4FL,WGS84,-2.4262933,53.4181162,Freehold,Owner Occupied,,Buildings,370,,C
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070446011,TMBC0082/K0000008,Stretford & Lostock Childrens Centre,9,Poplar Road,Stretford,M32 9AN,WGS84,-2.3138154,53.441422,Freehold,Owner Occupied,,Buildings,371,,F
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070405851,TMBC0083/K0000014,Hayeswater Day Nursery,,Hayeswater Road,Davyhulme,M41 7BL,WGS84,-2.3592042,53.4558011,Freehold,Owner Occupied,,Buildings,376.6,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100011662236,TMBC0084/K0000003,Kingsway Park,363,Kingsway Park,Davyhulme,M41 7FE,WGS84,-2.3447215,53.4600596,Freehold,Owner Occupied,,Buildings,380.2,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012494840,TMBC0085/K0000009,Old Hall Road Childrens Home,33,Old Hall Road,Stretford,M32 9TL,WGS84,-2.3325034,53.4576226,Freehold,Owner Occupied,,Buildings,301,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,200000334071,TMBC0086/K0000038,Bowdon Assembly Rooms,,The Firs,Bowdon,WA14 2TQ,WGS84,-2.3629184,53.3792614,Freehold,Leasehold Out,,Buildings,1251,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012700162,TMBC0087/J0000038,Firswood Centre,72,Great Stone Road,Firswood,M32 8QS,WGS84,-2.2873888,53.4516908,Freehold,Leasehold Out,,Buildings,298.9,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012710360,TMBC0088/J0000039,Flixton House -Main Building Only,,Flixton Road,Flixton,M41 5GJ,WGS84,-2.3835384,53.4455681,Freehold,Owner Occupied,,Buildings,521,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,200000334797,TMBC0089/J0000040,Hartford Community Centre,,Canterbury Road,Davyhulme,M41 0RX,WGS84,-2.3511476,53.4539825,Freehold,Leasehold Out,,Buildings,380.3,,D
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070446141,TMBC0090/J0000032,"Humphrey Park, Centre",,Humphrey Lane,Urmston,M41 9PT,WGS84,-2.3324444,53.4500633,Freehold,Leasehold Out,,Buildings,386,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012798718,TMBC0091,Jubilee Centre,,The Firs,Bowdon,WA14 2TQ,WGS84,-2.3628256,53.3789471,Freehold,Leasehold Out,,Buildings,320,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012699345,TMBC0092/J0000036,Partington Community Centre,99,Central Road,Partington,M31 4FL,WGS84,-2.4249108,53.4167908,Freehold,Leasehold Out,,Buildings,685,,E
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012700641,TMBC0094/J0000026,Sale Moor Centre,271,Norris Road,Sale,M33 2TN,WGS84,-2.3046223,53.4147316,Freehold,Owner Occupied,,Buildings,356,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070446259,TMBC0095/J0000029,Sale West Community Centre,,Newbury Avenue,Sale,M33 4QW,WGS84,-2.3572799,53.4184412,Freehold,Leasehold Out,,Buildings,513.2,,D
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012710718,TMBC0096,Shawe Hall Centre,278,Church Road,Urmston,M41 6HJ,WGS84,-2.37007,53.442682,Freehold,Leasehold Out,,Buildings,332,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0097/J0000025,"Shawe Hall, Shed Store",278,Church Road,Urmston,M41 6HJ,WGS84,-2.37007,53.442682,Freehold,Owner Occupied,,Buildings,332,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10090667794,TMBC0098,Tatton House,11,Caldey Road,Wythenshawe,M23 9LF,WGS84,-2.299746,53.3932431,Freehold,Other,Commissioned service,Buildings,2977,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-09-12,10070457387,TMBC0099,Tamworth Court,,,Old Trafford,M15,,,,Freehold,Vacant,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070446444,TMBC0100,Altair,,Oakfield Road,Altrincham,WA15 8ER,WGS84,-2.345124,53.387107,Freehold,Other,Being developed,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0101,Regent Road,,,Altrincham,WA14,WGS84,-2.351578,53.385749,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0102,Hale Library Site,,,Hale,WA15,WGS84,-2.346356,53.375789,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012854219,TMBC0103,Former Royal Mail Sorting Office,,,Stretford,M32,WGS84,-2.306178,53.445021,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0104,Former Sale Magistrates Courts,,,Sale,M33,WGS84,-2.32533,53.42622,Freehold,Vacant,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070461920,TMBC0105,Grafton Centre,,Stamford New Road,Altrincham,WA14 1DQ,WGS84,-2.351186,53.385714,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012893182,TMBC0106,Grafton Centre - Travelodge,,Stamford New Road,Altrincham,WA14 1RE,WGS84,-2.351578,53.385749,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012797994,TMBC0107,Grafton Centre - 2-4a Regent Road,2-4a,Regent Road,Altrincham,WA14 1RE,WGS84,-2.351578,53.385749,Freehold,Leasehold Out,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,100012797840,TMBC0108,Grafton Centre - 4 Regent Road,4,Regent Road,Altrincham,WA14 1RE,WGS84,-2.351578,53.385749,Freehold,Leasehold Out,,Buildings,,,
