OrganisationLabel,OrganisationURI,EffectiveDate,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,IrrecoverableVATAmount,Purpose,CategoryInternalName,MerchantCategoryCode,CardTransaction
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Kings Road,Dunsters Farm Limited,2025-03-14,172.83,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Charlestown Primary,Dunsters Farm Limited,2025-03-14,338.08,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sale Grammar,Ralph Livesey Ltd,2025-03-14,490.34,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Woodhouse,Dunsters Farm Limited,2025-03-14,91.48,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Kings Road,Ralph Livesey Ltd,2025-03-14,202.8,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Margaret Ward,James Burrows Ltd,2025-03-14,50.75,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sale Grammar,Dunsters Farm Limited,2025-03-14,471.65,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Wellfield Jr,Dunsters Farm Limited,2025-03-14,259.27,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Vincents Inf,Ralph Livesey Ltd,2025-03-14,226.91,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Brentwood,Ralph Livesey Ltd,2025-03-14,141.87,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sale Grammar,Dunsters Farm Limited,2025-03-14,888.32,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Urmston Junior,Ralph Livesey Ltd,2025-03-14,252.69,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Highfield,Dunsters Farm Limited,2025-03-14,155.94,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Annes Ce Sale,James Burrows Ltd,2025-03-14,67.25,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sale Grammar,Dunsters Farm Limited,2025-03-14,101.6,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Olol,Dunsters Farm Limited,2025-03-14,454.69,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Springfield,Ralph Livesey Ltd,2025-03-14,241.15,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Park Road Sale,James Burrows Ltd,2025-03-14,190.01,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Philips Primary,Ralph Livesey Ltd,2025-03-14,109.16,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sale High School,Ralph Livesey Ltd,2025-03-14,120.09,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Education Services,Alliance Disposables Limi,2025-03-14,50.65,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Matthews Ce,Dunsters Farm Limited,2025-03-14,377.58,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth,Ralph Livesey Ltd,2025-03-14,628.56,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Olol,Dunsters Farm Limited,2025-03-14,77.37,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Victoria Pk Inf,Dunsters Farm Limited,2025-03-14,143.06,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Monicas Rc,Dunsters Farm Limited,2025-03-14,467.3,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,All Saints,Ralph Livesey Ltd,2025-03-14,144.81,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Woodhouse,Dunsters Farm Limited,2025-03-14,134.85,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Highfield,Dunsters Farm Limited,2025-03-14,366.27,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Annes Ce Sale,Dunsters Farm Limited,2025-03-14,329.15,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Davyhulme Jnr,Ralph Livesey Ltd,2025-03-14,253.25,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Altrincham Ce,Ralph Livesey Ltd,2025-03-14,181.42,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Vincents Inf,Dunsters Farm Limited,2025-03-14,335.09,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Holy Family,Dunsters Farm Limited,2025-03-14,52.3,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Oldfield Brow,Ralph Livesey Ltd,2025-03-14,209.1,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Gorse Hill,Ralph Livesey Ltd,2025-03-14,163.95,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Highfield,Ralph Livesey Ltd,2025-03-14,89.18,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Heyes Lane Jnr,James Burrows Ltd,2025-03-14,320.21,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sale Grammar,Dunsters Farm Limited,2025-03-14,313.8,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Stretford Grammar School,Dunsters Farm Limited,2025-03-14,596.4,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Josephs Rc,Dunsters Farm Limited,2025-03-14,412.8,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Holy Family,Dunsters Farm Limited,2025-03-14,369.89,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sale Grammar,Dunsters Farm Limited,2025-03-14,990.94,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Marys Primary,Ralph Livesey Ltd,2025-03-14,282.76,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Josephs Rc,Dunsters Farm Limited,2025-03-14,64.23,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sale Grammar,Dunsters Farm Limited,2025-03-14,995.79,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Victoria Park Jr,Dunsters Farm Limited,2025-03-14,229.19,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Josephs Rc,Dunsters Farm Limited,2025-03-14,379.8,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Holy Family,Dunsters Farm Limited,2025-03-14,22.82,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth,Dunsters Farm Limited,2025-03-14,736.74,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Firs,Ralph Livesey Ltd,2025-03-14,227,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Victoria Pk Inf,Dunsters Farm Limited,2025-03-14,358.76,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Tyntesfield,James Burrows Ltd,2025-03-14,170.1,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth,Dunsters Farm Limited,2025-03-14,24.62,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Old Trafford,Ralph Livesey Ltd,2025-03-14,275.3,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Josephs Rc,Ralph Livesey Ltd,2025-03-14,286.98,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Hugh Lincoln,Ralph Livesey Ltd,2025-03-14,181.06,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth,Dunsters Farm Limited,2025-03-14,398.13,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Teresas,Ralph Livesey Ltd,2025-03-14,173.88,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Victoria Pk Inf,Ralph Livesey Ltd,2025-03-14,71.43,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Woodheys,James Burrows Ltd,2025-03-14,171.18,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth,Dunsters Farm Limited,2025-03-14,610.68,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Olor,Ralph Livesey Ltd,2025-03-14,130.45,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Park Road Timp,Dunsters Farm Limited,2025-03-14,313.31,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Holy Family,Ralph Livesey Ltd,2025-03-14,138.11,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Park Road Timp,Dunsters Farm Limited,2025-03-14,356.86,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Marys Davy,Dunsters Farm Limited,2025-03-14,148.75,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Broomwood,Ralph Livesey Ltd,2025-03-14,285.58,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Lostock High,Dunsters Farm Limited,2025-03-14,513.84,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Park Road Timp,Ralph Livesey Ltd,2025-03-14,131.34,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Victoria Park Jr,Ralph Livesey Ltd,2025-03-14,84.69,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Springfield,Dunsters Farm Limited,2025-03-14,626.84,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Vincents Jnr,Ralph Livesey Ltd,2025-03-14,233.59,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Springfield,Dunsters Farm Limited,2025-03-14,527.53,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Seymour Park,Ralph Livesey Ltd,2025-03-14,622.49,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Broomwood,Dunsters Farm Limited,2025-03-14,590.54,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Lostock High,Dunsters Farm Limited,2025-03-14,219.69,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Navigation,Dunsters Farm Limited,2025-03-14,326.86,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Olol,Ralph Livesey Ltd,2025-03-14,180.56,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Navigation,Dunsters Farm Limited,2025-03-14,438.65,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,English Martyrs,Ralph Livesey Ltd,2025-03-14,121.62,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Navigation,Dunsters Farm Limited,2025-03-14,12.3,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Marys Primary,Dunsters Farm Limited,2025-03-14,527.85,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Matthews Ce,Ralph Livesey Ltd,2025-03-14,132.78,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Wellfield Jr,Ralph Livesey Ltd,2025-03-14,127.32,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Kingsway,Ralph Livesey Ltd,2025-03-14,71.37,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Marys Davy,Dunsters Farm Limited,2025-03-14,162.81,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Annes Ce Sale,Ralph Livesey Ltd,2025-03-14,123.01,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Wellfield Inf,Ralph Livesey Ltd,2025-03-14,214.24,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Monicas Rc,Ralph Livesey Ltd,2025-03-14,215.75,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bowdon Ce,Ralph Livesey Ltd,2025-03-14,1048.41,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Lostock High,Ralph Livesey Ltd,2025-03-14,289.59,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Old Trafford,Dunsters Farm Limited,2025-03-14,614.33,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Alphonsus,Ralph Livesey Ltd,2025-03-14,89.11,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Cloverlea,Ralph Livesey Ltd,2025-03-14,143.07,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Margaret Ward,Ralph Livesey Ltd,2025-03-14,100.41,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sacred Heart Primary,Dunsters Farm Limited,2025-03-14,375.78,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Surestart Nursery,Ralph Livesey Ltd,2025-03-14,86.11,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Malachys Primary,Ralph Livesey Ltd,2025-03-14,216.97,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth 6th Form,Ralph Livesey Ltd,2025-03-14,83.89,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Gorse Hill,Dunsters Farm Limited,2025-03-14,272.57,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Lostock High,Dunsters Farm Limited,2025-03-14,311,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Alma Park,Ralph Livesey Ltd,2025-03-14,114.18,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Moorlands,Dunsters Farm Limited,2025-03-14,120.06,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Gorse Hill,Dunsters Farm Limited,2025-03-14,106.29,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Marys Sale,Ralph Livesey Ltd,2025-03-14,258.18,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Stretford Grammar School,Ralph Livesey Ltd,2025-03-14,726.61,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Moorlands,Dunsters Farm Limited,2025-03-14,89.4,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sale High School,Dunsters Farm Limited,2025-03-14,1582.57,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Margaret Ward,Dunsters Farm Limited,2025-03-14,448.51,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Patricks Primary,Ralph Livesey Ltd,2025-03-14,439.24,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Park Road Sale,Dunsters Farm Limited,2025-03-14,374.39,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Teresas,Dunsters Farm Limited,2025-03-14,279.93,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Heyes Lane Jnr,Ralph Livesey Ltd,2025-03-14,287.57,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Victoria Park Jr,James Burrows Ltd,2025-03-14,127.92,0,Purchase James Burrows Ltd for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Park Road Sale,Dunsters Farm Limited,2025-03-14,309.95,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Urmston Junior,Dunsters Farm Limited,2025-03-14,306.88,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Moss Park Inf,Ralph Livesey Ltd,2025-03-14,226.58,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Kingsway,Dunsters Farm Limited,2025-03-14,339.48,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Urmston Junior,Dunsters Farm Limited,2025-03-14,327.17,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Tyntesfield,Ralph Livesey Ltd,2025-03-14,254.63,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Alma Park,Dunsters Farm Limited,2025-03-14,52.3,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Kingsway,Dunsters Farm Limited,2025-03-14,12.62,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
