OrganisationLabel,OrganisationURI,EffectiveDate,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,IrrecoverableVATAmount,Purpose,CategoryInternalName,MerchantCategoryCode,CardTransaction
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Marys Davy,Ralph Livesey Ltd,2025-03-28,124.85,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Antonys,Dunsters Farm Limited,2025-03-28,1943.3,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Charlestown Primary,Dunsters Farm Limited,2025-03-28,245.89,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Davyhulme Jnr,Ralph Livesey Ltd,2025-03-28,206.56,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Alma Park,Dunsters Farm Limited,2025-03-28,626.86,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Antonys,Dunsters Farm Limited,2025-03-28,1262.33,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Margaret Ward,Ralph Livesey Ltd,2025-03-28,100.72,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,All Saints,Ralph Livesey Ltd,2025-03-28,143.45,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Willows,Dunsters Farm Limited,2025-03-28,262.86,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Delamere Special,Dunsters Farm Limited,2025-03-28,40.35,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Charlestown Primary,Dunsters Farm Limited,2025-03-28,586.93,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sale Grammar,Dunsters Farm Limited,2025-03-28,532.61,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Patricks Primary,Dunsters Farm Limited,2025-03-28,228.75,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Delamere Special,Dunsters Farm Limited,2025-03-28,278.5,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Malachys Primary,Ralph Livesey Ltd,2025-03-28,196.21,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sale Grammar,Dunsters Farm Limited,2025-03-28,689.88,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Edmunds Primary,Dunsters Farm Limited,2025-03-28,378.67,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Antonys,Ralph Livesey Ltd,2025-03-28,63.81,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Hughs Rc,Dunsters Farm Limited,2025-03-28,347.95,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sale Grammar,Dunsters Farm Limited,2025-03-28,1153.66,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Patricks Primary,Dunsters Farm Limited,2025-03-28,171.09,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Delamere Special,Ralph Livesey Ltd,2025-03-28,51.78,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Moss Park Inf,Ralph Livesey Ltd,2025-03-28,339.52,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sale Grammar,Dunsters Farm Limited,2025-03-28,1139.49,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Woodhouse,Dunsters Farm Limited,2025-03-28,19.17,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Vincents Inf,Ralph Livesey Ltd,2025-03-28,302.74,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Hughs Rc,Dunsters Farm Limited,2025-03-28,485.82,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sale Grammar,Dunsters Farm Limited,2025-03-28,66.52,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth 6th Form,Dunsters Farm Limited,2025-03-28,52.2,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Kings Road,Ralph Livesey Ltd,2025-03-28,199.55,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Heyes Lane Jnr,Ralph Livesey Ltd,2025-03-28,295.61,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth,Dunsters Farm Limited,2025-03-28,412.56,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Woodhouse,Dunsters Farm Limited,2025-03-28,317.14,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Josephs Rc,Ralph Livesey Ltd,2025-03-28,327.82,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Alphonsus,Ralph Livesey Ltd,2025-03-28,116.47,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,All Saints,Dunsters Farm Limited,2025-03-28,387.79,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth 6th Form,Dunsters Farm Limited,2025-03-28,101.16,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Victoria Pk Inf,Ralph Livesey Ltd,2025-03-28,59.09,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Lostock High,Dunsters Farm Limited,2025-03-28,2.98,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth,Dunsters Farm Limited,2025-03-28,1190.82,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Sale High School,Ralph Livesey Ltd,2025-03-28,122.01,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Highfield,Ralph Livesey Ltd,2025-03-28,68.44,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Hugh Lincoln,Ralph Livesey Ltd,2025-03-28,305.6,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth,Dunsters Farm Limited,2025-03-28,444.07,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth 6th Form,Dunsters Farm Limited,2025-03-28,164.65,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Kings Road,Dunsters Farm Limited,2025-03-28,515.19,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Lostock High,Dunsters Farm Limited,2025-03-28,474.45,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth,Dunsters Farm Limited,2025-03-28,233.5,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Urmston Junior,Ralph Livesey Ltd,2025-03-28,308.32,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Kings Road,Dunsters Farm Limited,2025-03-28,248.37,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Holy Family,Ralph Livesey Ltd,2025-03-28,83.44,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth,Dunsters Farm Limited,2025-03-28,61.5,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth 6th Form,Dunsters Farm Limited,2025-03-28,4.18,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Vincents Inf,Dunsters Farm Limited,2025-03-28,498.19,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Lostock High,Dunsters Farm Limited,2025-03-28,534.42,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth,Dunsters Farm Limited,2025-03-28,409.28,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Gorse Hill,Ralph Livesey Ltd,2025-03-28,123.62,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Josephs Rc,Dunsters Farm Limited,2025-03-28,428.1,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Vincents Jnr,Ralph Livesey Ltd,2025-03-28,307.88,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth,Dunsters Farm Limited,2025-03-28,157.74,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth 6th Form,Dunsters Farm Limited,2025-03-28,342.47,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Josephs Rc,Dunsters Farm Limited,2025-03-28,4.85,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Lostock High,Dunsters Farm Limited,2025-03-28,232.84,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth,Dunsters Farm Limited,2025-03-28,159,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Marys Primary,Ralph Livesey Ltd,2025-03-28,385.2,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Josephs Rc,Dunsters Farm Limited,2025-03-28,453.89,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,English Martyrs,Ralph Livesey Ltd,2025-03-28,90.55,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth,Dunsters Farm Limited,2025-03-28,1117.09,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Bth 6th Form,Dunsters Farm Limited,2025-03-28,16,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Victoria Pk Inf,Dunsters Farm Limited,2025-03-28,155.06,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Marys Sale,Ralph Livesey Ltd,2025-03-28,202.76,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Oldfield Brow,Dunsters Farm Limited,2025-03-28,103.07,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,St Teresas,Ralph Livesey Ltd,2025-03-28,133.64,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Highfield,Dunsters Farm Limited,2025-03-28,282.02,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Kingsway,Ralph Livesey Ltd,2025-03-28,91.73,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Oldfield Brow,Dunsters Farm Limited,2025-03-28,158.14,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Stretford Grammar School,Dunsters Farm Limited,2025-03-28,742.71,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Highfield,Dunsters Farm Limited,2025-03-28,203.37,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Woodheys,Ralph Livesey Ltd,2025-03-28,204.13,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Davyhulme Jnr,Dunsters Farm Limited,2025-03-28,553.91,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Firs,Ralph Livesey Ltd,2025-03-28,190.17,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Education Services,Alliance Disposables Limi,2025-03-28,47.06,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Brentwood,Ralph Livesey Ltd,2025-03-28,146.54,0,Purchase Ralph Livesey Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Davyhulme Jnr,Dunsters Farm Limited,2025-03-28,160.3,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Stretford Grammar School,Dunsters Farm Limited,2025-03-28,1093.24,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2025-03-31,Education Services,Alliance Disposables Limi,2025-03-28,4.5,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
