OrganisationLabel,OrganisationURI,EffectiveDate,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,IrrecoverableVATAmount,Purpose,CategoryInternalName,MerchantCategoryCode,CardTransaction
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth 6th Form,Morris Quality Bakers Lim,2026-05-26,13.52,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Park Road Sale,Morris Quality Bakers Lim,2026-05-26,45.22,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Kings Road,Morris Quality Bakers Lim,2026-05-26,86.56,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Willows,Morris Quality Bakers Lim,2026-05-26,15.14,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Gorse Hill,Morris Quality Bakers Lim,2026-05-26,15.12,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Worthington,Morris Quality Bakers Lim,2026-05-26,116.57,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Vincents Jnr,Morris Quality Bakers Lim,2026-05-26,17.07,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Hugh Lincoln,Morris Quality Bakers Lim,2026-05-26,58.04,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Moorlands,Morris Quality Bakers Lim,2026-05-26,40.62,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Broomwood,Morris Quality Bakers Lim,2026-05-26,32.86,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Matthews Ce,Morris Quality Bakers Lim,2026-05-26,31.26,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Trafford Town Hall,Alliance Disposables Limi,2026-05-26,38.5,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Teresas,Morris Quality Bakers Lim,2026-05-26,10.28,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Malachys Primary,Alliance Disposables Limi,2026-05-26,139.71,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Sale Grammar,Morris Quality Bakers Lim,2026-05-26,56.74,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Marys Primary,Morris Quality Bakers Lim,2026-05-26,42.12,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Urmston Junior,Morris Quality Bakers Lim,2026-05-26,72,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Vincents Inf,Morris Quality Bakers Lim,2026-05-26,38,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Clares Rc Primary,Morris Quality Bakers Lim,2026-05-26,70.79,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth,Morris Quality Bakers Lim,2026-05-26,77.44,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Victoria Pk Inf,Morris Quality Bakers Lim,2026-05-26,16.44,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Wellgreen,Morris Quality Bakers Lim,2026-05-26,37.92,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Highfield,Morris Quality Bakers Lim,2026-05-26,30.74,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Wellfield Jr,Morris Quality Bakers Lim,2026-05-26,29.97,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth,Morris Quality Bakers Lim,2026-05-26,23.84,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Davyhulme Jnr,Morris Quality Bakers Lim,2026-05-26,23.11,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Clares Rc Primary,Morris Quality Bakers Lim,2026-05-26,15.12,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bowdon Ce,Morris Quality Bakers Lim,2026-05-26,38.3,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Monicas Rc,Morris Quality Bakers Lim,2026-05-26,25.9,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Firs,Morris Quality Bakers Lim,2026-05-26,50.71,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Kings Road,Morris Quality Bakers Lim,2026-05-26,15.12,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Holy Family,Morris Quality Bakers Lim,2026-05-26,15.12,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Josephs Rc,Morris Quality Bakers Lim,2026-05-26,17.64,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth,Morris Quality Bakers Lim,2026-05-26,69.63,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth,Morris Quality Bakers Lim,2026-05-26,77.44,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Charlestown Primary,Morris Quality Bakers Lim,2026-05-26,58.68,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Flixton Infants,Morris Quality Bakers Lim,2026-05-26,55.28,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Moss Park Inf,Morris Quality Bakers Lim,2026-05-26,35.32,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Margaret Ward,Morris Quality Bakers Lim,2026-05-26,22.46,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth 6th Form,Morris Quality Bakers Lim,2026-05-26,21.56,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Wellfield Inf,Morris Quality Bakers Lim,2026-05-26,62.84,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bollin,Morris Quality Bakers Lim,2026-05-26,106.5,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Olol,Morris Quality Bakers Lim,2026-05-26,23.4,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth,Morris Quality Bakers Lim,2026-05-26,138.03,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Philips Primary,Dunsters Farm Limited,2026-05-22,230.97,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Flixton Infants,Ralph Livesey Limited,2026-05-22,126.73,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Alphonsus,Dunsters Farm Limited,2026-05-22,476.93,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Stretford Grammar School,Ralph Livesey Limited,2026-05-22,704.72,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Moorlands,Dunsters Farm Limited,2026-05-22,213.37,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Park Road Sale,Ralph Livesey Limited,2026-05-22,204.68,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Park Road Timp,Ralph Livesey Limited,2026-05-22,215.84,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Park Road Timp,Dunsters Farm Limited,2026-05-22,380.12,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Moss Park Inf,Dunsters Farm Limited,2026-05-22,642.61,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bollin,Ralph Livesey Limited,2026-05-22,190.42,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Woodhouse,Dunsters Farm Limited,2026-05-22,11.73,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bowdon Ce,Dunsters Farm Limited,2026-05-22,610.51,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Sale High School,Dunsters Farm Limited,2026-05-22,-5,0,Credit Voucher Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Springfield,Dunsters Farm Limited,2026-05-22,857.85,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Marys Sale,Dunsters Farm Limited,2026-05-22,374.76,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Moss Park Inf,Dunsters Farm Limited,2026-05-22,34.5,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Josephs Rc,Dunsters Farm Limited,2026-05-22,408.74,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Olol,Dunsters Farm Limited,2026-05-22,265.34,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Lostock High,Dunsters Farm Limited,2026-05-22,430.69,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bowdon Ce,Dunsters Farm Limited,2026-05-22,103.11,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Sale High School,Ralph Livesey Limited,2026-05-22,60.9,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Broomwood,Ralph Livesey Limited,2026-05-22,196.4,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Trafford Town Hall,Dunsters Farm Limited,2026-05-22,686.18,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Marys Sale,Ralph Livesey Limited,2026-05-22,159.33,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Seymour Park,Dunsters Farm Limited,2026-05-22,506.63,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bowdon Ce,Ralph Livesey Limited,2026-05-22,632.43,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Margaret Ward,Ralph Livesey Limited,2026-05-22,27.23,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Trafford Town Hall,Dunsters Farm Limited,2026-05-22,55.72,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Education Services,Alliance Disposables Limi,2026-05-22,66,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Hugh Lincoln,Dunsters Farm Limited,2026-05-22,126.87,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Monicas Rc,Dunsters Farm Limited,2026-05-22,392.66,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth,Dunsters Farm Limited,2026-05-22,477.32,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Willows,Ralph Livesey Limited,2026-05-22,179.55,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Navigation,Dunsters Farm Limited,2026-05-22,376.78,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Vincents Inf,Ralph Livesey Limited,2026-05-22,180.42,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Education Services,Alliance Disposables Limi,2026-05-22,35.55,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Davyhulme Jnr,Dunsters Farm Limited,2026-05-22,287.42,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Sale Grammar,Dunsters Farm Limited,2026-05-22,1100.67,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Stretford Grammar School,Dunsters Farm Limited,2026-05-22,801.06,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Flixton Infants,Dunsters Farm Limited,2026-05-22,337.44,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Wellfield Inf,Dunsters Farm Limited,2026-05-22,197.04,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Alma Park,Dunsters Farm Limited,2026-05-22,-144.68,0,Credit Voucher Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Tyntesfield,Dunsters Farm Limited,2026-05-22,39.41,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Wellfield Inf,Ralph Livesey Limited,2026-05-22,89.39,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Tyntesfield,Dunsters Farm Limited,2026-05-22,527.87,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Tyntesfield,Ralph Livesey Limited,2026-05-22,235.9,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Alma Park,Dunsters Farm Limited,2026-05-22,144.68,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Brooklands,Ralph Livesey Limited,2026-05-22,397.09,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
