OrganisationLabel,OrganisationURI,EffectiveDate,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,IrrecoverableVATAmount,Purpose,CategoryInternalName,MerchantCategoryCode,CardTransaction
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Kings Road,Ralph Livesey Limited,2026-05-15,188.23,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Tyntesfield,Morris Quality Bakers Lim,2026-05-15,67.82,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Vincents Jnr,Morris Quality Bakers Lim,2026-05-15,23.4,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Margaret Ward,Dunsters Farm Limited,2026-05-15,10.12,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Urmston Junior,Dunsters Farm Limited,2026-05-15,-25.89,0,Credit Voucher Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Park Road Timp,Ralph Livesey Limited,2026-05-15,177.84,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Marys Primary,Dunsters Farm Limited,2026-05-15,747.14,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Clares Rc Primary,Ralph Livesey Limited,2026-05-15,124.02,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Charlestown Primary,Ralph Livesey Limited,2026-05-15,452.8,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth 6th Form,Dunsters Farm Limited,2026-05-15,263.31,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Monicas Rc,Ralph Livesey Limited,2026-05-15,140.16,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Heyes Lane Jnr,Dunsters Farm Limited,2026-05-15,571.32,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Tyntesfield,Dunsters Farm Limited,2026-05-15,530.5,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Kingsway,Ralph Livesey Limited,2026-05-15,168.18,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Altrincham Ce,Alliance Disposables Limi,2026-05-14,54.4,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Trafford Town Hall,Alliance Disposables Limi,2026-05-14,63.65,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Stretford Grammar School,Alliance Disposables Limi,2026-05-14,246.16,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Highfield,Alliance Disposables Limi,2026-05-14,24.66,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth,Alliance Disposables Limi,2026-05-14,217.54,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Education Services,Alliance Disposables Limi,2026-05-14,14.16,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Hughs Rc,Alliance Disposables Limi,2026-05-14,96.34,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Woodhouse,Alliance Disposables Limi,2026-05-14,22.58,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Sale High School,Alliance Disposables Limi,2026-05-14,315.24,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Kingsway,Alliance Disposables Limi,2026-05-14,47.71,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Hughs Rc,Alliance Disposables Limi,2026-05-14,94.29,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Education Services,Alliance Disposables Limi,2026-05-13,151,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bollin,Alliance Disposables Limi,2026-05-13,9,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth 6th Form,Hb Clark And Co Successor,2026-05-13,362.81,0,Purchase Hb Clark And Co Successor for catering provisions,Wholesale Clubs,5300,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth 6th Form,Hb Clark And Co Successor,2026-05-13,35.2,0,Purchase Hb Clark And Co Successor for catering provisions,Wholesale Clubs,5300,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Trafford Town Hall,Hb Clark And Co Successor,2026-05-13,167.27,0,Purchase Hb Clark And Co Successor for catering provisions,Wholesale Clubs,5300,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth 6th Form,Hb Clark And Co Successor,2026-05-13,204.9,0,Purchase Hb Clark And Co Successor for catering provisions,Wholesale Clubs,5300,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Trafford Town Hall,Hb Clark And Co Successor,2026-05-13,361.89,0,Purchase Hb Clark And Co Successor for catering provisions,Wholesale Clubs,5300,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,New Moston Primary,Alliance Disposables Limi,2026-05-13,31.56,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Park Road Sale,Alliance Disposables Limi,2026-05-13,121.01,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Alma Park,Alliance Disposables Limi,2026-05-13,67.14,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Heyes Lane Jnr,Alliance Disposables Limi,2026-05-13,23.21,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Education Services,Alliance Disposables Limi,2026-05-12,13.8,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Victoria Pk Inf,Alliance Disposables Limi,2026-05-12,25.19,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Education Services,Alliance Disposables Limi,2026-05-12,62.2,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,New Moston Primary,Alliance Disposables Limi,2026-05-12,78.3,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Heyes Lane Jnr,Alliance Disposables Limi,2026-05-12,115.36,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Vincents Jnr,Alliance Disposables Limi,2026-05-12,3.95,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Marys Sale,Alliance Disposables Limi,2026-05-12,49.4,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Education Services,Alliance Disposables Limi,2026-05-12,124.3,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Education Services,Alliance Disposables Limi,2026-05-12,426,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth,Chicken Joes Ltd,2026-05-11,668.22,0,Purchase Chicken Joes Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Sale Grammar,Chicken Joes Ltd,2026-05-11,2054.57,0,Purchase Chicken Joes Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth,Chicken Joes Ltd,2026-05-11,351.55,0,Purchase Chicken Joes Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Sale Grammar,Chicken Joes Ltd,2026-05-11,1499.86,0,Purchase Chicken Joes Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Heyes Lane Jnr,Alliance Disposables Limi,2026-05-11,-23.21,0,Credit Voucher Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth,Chicken Joes Ltd,2026-05-11,55.55,0,Purchase Chicken Joes Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth,Chicken Joes Ltd,2026-05-11,415.34,0,Purchase Chicken Joes Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth,Chicken Joes Ltd,2026-05-11,90.89,0,Purchase Chicken Joes Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Lostock High,Chicken Joes Ltd,2026-05-11,407.19,0,Purchase Chicken Joes Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Lostock High,Chicken Joes Ltd,2026-05-11,478.66,0,Purchase Chicken Joes Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Sale High School,Smart Food,2026-05-11,443.45,0,Purchase Smart Food for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Stretford Grammar School,Alliance Disposables Limi,2026-05-11,105.99,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Stretford Grammar School,Chicken Joes Ltd,2026-05-11,1347,0,Purchase Chicken Joes Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Sale High School,Chicken Joes Ltd,2026-05-11,813.53,0,Purchase Chicken Joes Ltd for catering provisions,Caterers,5811,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth 6th Form,Morris Quality Bakers Lim,2026-05-08,19.2,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth 6th Form,Dunsters Farm Limited,2026-05-08,16,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Olol,Ralph Livesey Limited,2026-05-08,117.34,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Olor,Dunsters Farm Limited,2026-05-08,367.87,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Education Services,Alliance Disposables Limi,2026-05-08,76.26,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Bth 6th Form,Ralph Livesey Limited,2026-05-08,32.65,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Moss Park Inf,Dunsters Farm Limited,2026-05-08,225.3,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Wellfield Jr,Dunsters Farm Limited,2026-05-08,175.7,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Marys Primary,Ralph Livesey Limited,2026-05-08,332.12,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Hugh Lincoln,Dunsters Farm Limited,2026-05-08,287.78,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Marys Davy,Dunsters Farm Limited,2026-05-08,135.67,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Broomwood,Dunsters Farm Limited,2026-05-08,418.03,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Sale High School,Ralph Livesey Limited,2026-05-08,90.39,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Surestart Nursery,Ralph Livesey Limited,2026-05-08,-8.88,0,Credit Voucher Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Wellfield Jr,Dunsters Farm Limited,2026-05-08,140.42,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Olor,Ralph Livesey Limited,2026-05-08,174.54,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Hugh Lincoln,Morris Quality Bakers Lim,2026-05-08,42.14,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Delamere Special,Dunsters Farm Limited,2026-05-08,232.58,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Marys Sale,Ralph Livesey Limited,2026-05-08,81.34,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Davyhulme Jnr,Dunsters Farm Limited,2026-05-08,22.77,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Gorse Hill,Dunsters Farm Limited,2026-05-08,365.02,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Wellfield Inf,Ralph Livesey Limited,2026-05-08,48.96,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Margaret Ward,Ralph Livesey Limited,2026-05-08,74.55,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Firs,Ralph Livesey Limited,2026-05-08,150.8,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Moss Park Inf,Dunsters Farm Limited,2026-05-08,-4.29,0,Credit Voucher Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Marys Primary,Morris Quality Bakers Lim,2026-05-08,21.84,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Sacred Heart Primary,Ralph Livesey Limited,2026-05-08,171.64,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Park Road Timp,Alliance Disposables Limi,2026-05-08,175.17,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Sale Grammar,Ralph Livesey Limited,2026-05-08,299.68,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Lostock High,Ralph Livesey Limited,2026-05-08,49.28,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Surestart Nursery,Dunsters Farm Limited,2026-05-08,80.67,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Surestart Nursery,Dunsters Farm Limited,2026-05-08,137,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Springfield,Dunsters Farm Limited,2026-05-08,595.97,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Navigation,Ralph Livesey Limited,2026-05-08,96.25,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Heyes Lane Jnr,Dunsters Farm Limited,2026-05-08,286.75,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Vincents Jnr,Morris Quality Bakers Lim,2026-05-08,20.24,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Alma Park,Dunsters Farm Limited,2026-05-08,932.95,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Malachys Primary,Dunsters Farm Limited,2026-05-08,188.09,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Willows,Dunsters Farm Limited,2026-05-08,289.82,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Navigation,Dunsters Farm Limited,2026-05-08,303.98,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,All Saints,Dunsters Farm Limited,2026-05-08,39.79,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Highfield,Dunsters Farm Limited,2026-05-08,134.8,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Philips Primary,Dunsters Farm Limited,2026-05-08,175.74,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Cloverlea,Alliance Disposables Limi,2026-05-08,11.6,0,Purchase Alliance Disposables Limi for cleaning materials,"Specialty Cleaning, Polishing, and Sanitation",2842,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,New Moston Primary,Dunsters Farm Limited,2026-05-08,855.45,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Moorlands,Ralph Livesey Limited,2026-05-08,219.89,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Teresas,Dunsters Farm Limited,2026-05-08,517.91,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Moorlands,Dunsters Farm Limited,2026-05-08,254.38,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Davyhulme Jnr,Dunsters Farm Limited,2026-05-08,376.61,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,All Saints,Ralph Livesey Limited,2026-05-08,149.14,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Wellgreen,Morris Quality Bakers Lim,2026-05-08,57.53,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Cloverlea,Dunsters Farm Limited,2026-05-08,620.85,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Highfield,Ralph Livesey Limited,2026-05-08,88.99,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Kings Road,Dunsters Farm Limited,2026-05-08,278.62,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Moorlands,Dunsters Farm Limited,2026-05-08,-14.63,0,Credit Voucher Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Trafford Town Hall,Ralph Livesey Limited,2026-05-08,92.88,0,Purchase Ralph Livesey Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,St Clares Rc Primary,Morris Quality Bakers Lim,2026-05-08,22.68,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Kingsway,Dunsters Farm Limited,2026-05-08,324.53,0,Purchase Dunsters Farm Limited for catering provisions,Other Nondurable Goods,5199,GPC
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2026-05-31,Broomwood,Morris Quality Bakers Lim,2026-05-08,91.9,0,Purchase Morris Quality Bakers Lim for catering provisions,Bakeries,5462,GPC
